Geo Point;Geo Shape;codeunique;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;nom_ZdC;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;mode_;train;rer;metro;tramway;val;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y
48.858046054441715, 2.27415462837367;"{""coordinates"": [2.27415462837367, 48.858046054441715], ""type"": ""Point""}";109039;La Muette;;;71229;La Muette;45453;Boulainvilliers;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;646744.2366;6862245.8557
48.86251523404101, 2.3457858600391797;"{""coordinates"": [2.34578586003918, 48.86251523404101], ""type"": ""Point""}";104051;Les Halles;;;474151;Les Halles;45102;Châtelet les Halles;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652003.8587;6862696.8633
48.844456393634566, 2.440439978057246;"{""coordinates"": [2.440439978057246, 48.844456393634566], ""type"": ""Point""}";101033;Château de Vincennes;;;71634;Château de Vincennes;42582;Château de Vincennes;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;658933.7619;6860635.4943
48.84547070664901, 2.429205166347999;"{""coordinates"": [2.429205166347999, 48.84547070664901], ""type"": ""Point""}";101035;Bérault;;;71650;Bérault;42318;Bérault;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;658110.066;6860754.1783
48.877610186483444, 2.3708113953127445;"{""coordinates"": [2.370811395312745, 48.877610186483444], ""type"": ""Point""}";102049;Colonel Fabien;;;71893;Colonel Fabien;42732;Colonel Fabien;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653853.1813;6864360.3934
48.86525378511986, 2.3745819699964117;"{""coordinates"": [2.374581969996412, 48.86525378511986], ""type"": ""Point""}";103043;Parmentier;;;71801;Parmentier;58725;Parmentier;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654118.8397;6862984.2509
48.86865415090181, 2.341376051143573;"{""coordinates"": [2.341376051143573, 48.86865415090181], ""type"": ""Point""}";103055;Bourse;;;73635;Bourse;45101;Bourse;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651686.0361;6863382.1515
48.854936379230175, 2.347321318407715;"{""coordinates"": [2.347321318407715, 48.854936379230175], ""type"": ""Point""}";104055;Cité;;;71223;Cité;42639;Cité;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652109.5387;6861853.2274
48.852118352913315, 2.340170395543538;"{""coordinates"": [2.340170395543538, 48.852118352913315], ""type"": ""Point""}";104059;Odéon;;;73618;Odéon;58716;Odéon;A01537 / A01543;C01374 / C01380;METRO 4 / METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651582.2317;6861544.2495
48.853718933065686, 2.3337761382184663;"{""coordinates"": [2.333776138218466, 48.853718933065686], ""type"": ""Point""}";104061;Saint-Germain-des-Prés;;;71216;Saint-Germain-des-Prés;44799;Saint-Germain-des-Prés;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651114.5389;6861726.1589
48.84687823701759, 2.3267927850392973;"{""coordinates"": [2.326792785039297, 48.84687823701759], ""type"": ""Point""}";104065;Saint-Placide;;;71184;Saint-Placide;44885;Saint-Placide;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650595.6493;6860969.8856
48.870396388290395, 2.3614002104327767;"{""coordinates"": [2.361400210432777, 48.870396388290395], ""type"": ""Point""}";105061;Jacques Bonsergent;;;71322;Jacques Bonsergent;43417;Jacques Bonsergent;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653156.4609;6863563.8098
48.86394012976092, 2.2784416488331485;"{""coordinates"": [2.278441648833148, 48.86394012976092], ""type"": ""Point""}";109041;Rue de la Pompe;Avenue Georges Mandel;;71292;Rue de la Pompe;44461;Rue de la Pompe;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;647064.7583;6862898.3399
48.86307378129078, 2.2871668755025016;"{""coordinates"": [2.287166875502502, 48.86307378129078], ""type"": ""Point""}";109043;Trocadéro;;;71285;Trocadéro;44962;Trocadéro;A01539 / A01542;C01376 / C01379;METRO 6 / METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;647703.9746;6862796.1957
48.8647940639577, 2.294162014031211;"{""coordinates"": [2.294162014031211, 48.8647940639577], ""type"": ""Point""}";109045;Iéna;;;71294;Iéna;43395;Iéna;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648218.8595;6862982.8661
48.864766844037305, 2.300991003495584;"{""coordinates"": [2.300991003495584, 48.864766844037305], ""type"": ""Point""}";109047;Alma - Marceau;;;71290;Alma - Marceau;42182;Alma - Marceau;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648719.8026;6862975.3829
48.87204586088575, 2.3100189310569244;"{""coordinates"": [2.310018931056924, 48.87204586088575], ""type"": ""Point""}";109051;Saint-Philippe du Roule;;;71334;Saint-Philippe du Roule;44884;Saint-Philippe du Roule;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649389.1585;6863778.9259
48.864996508384245, 2.3679579104386255;"{""coordinates"": [2.367957910438625, 48.864996508384245], ""type"": ""Point""}";109071;Oberkampf;;;71803;Oberkampf;45193;Oberkampf;A01538 / A01542;C01375 / C01379;METRO 5 / METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653632.6748;6862959.513
48.85216836871572, 2.3896255399759543;"{""coordinates"": [2.389625539975954, 48.85216836871572], ""type"": ""Point""}";109079;Rue des Boulets;;;71694;Rue des Boulets;425987;Rue des Boulets;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655211.1784;6861520.6226
48.84200534636367, 2.238887328515536;"{""coordinates"": [2.238887328515536, 48.84200534636367], ""type"": ""Point""}";110025;Boulogne - Jean Jaurès;;;71147;Boulogne Jean Jaurès;42380;Boulogne Jean Jaurès;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;644139.5373;6860486.666
48.847066132217904, 2.30740224061964;"{""coordinates"": [2.30740224061964, 48.847066132217904], ""type"": ""Point""}";110049;Ségur;;;71157;Ségur;51612;Ségur;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649172.8635;6861003.0844
48.875111815108404, 2.3894150293193652;"{""coordinates"": [2.389415029319365, 48.875111815108404], ""type"": ""Point""}";111041;Jourdain;;;71868;Jourdain;43483;Jourdain;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655215.4589;6864071.8788
48.87388185322374, 2.385316215101792;"{""coordinates"": [2.385316215101792, 48.87388185322374], ""type"": ""Point""}";111043;Pyrénées;;;71864;Pyrenées;44580;Pyrénées;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654913.7648;6863937.4476
48.86120498938855, 2.353495740128162;"{""coordinates"": [2.353495740128162, 48.86120498938855], ""type"": ""Point""}";111053;Rambuteau;Centre Georges Pompidou;;71273;Rambuteau;44593;Rambuteau;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652568.2852;6862546.5161
48.83951658445995, 2.301107514879988;"{""coordinates"": [2.301107514879988, 48.83951658445995], ""type"": ""Point""}";112039;Vaugirard;Adolphe Chériou;;71091;Vaugirard;44995;Vaugirard;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648703.4994;6860167.7255
48.84447014036132, 2.317852783041331;"{""coordinates"": [2.317852783041331, 48.84447014036132], ""type"": ""Point""}";112045;Falguière;;;73641;Falguière;42981;Falguière;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649937.2765;6860707.7605
48.84845784760725, 2.327782127147534;"{""coordinates"": [2.327782127147534, 48.84845784760725], ""type"": ""Point""}";112051;Rennes;;;73640;Rennes;44609;Rennes;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650669.7472;6861144.9041
48.85849912278188, 2.3231676112467445;"{""coordinates"": [2.323167611246745, 48.85849912278188], ""type"": ""Point""}";112057;Solférino;Musée d'Orsay;;71270;Solférino;44840;Solférino;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650340.6927;6862264.2924
48.87817339012215, 2.337857510381017;"{""coordinates"": [2.337857510381017, 48.87817339012215], ""type"": ""Point""}";112071;Saint-Georges;;;71366;Saint-Georges;44867;Saint-Georges;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651436.8124;6864442.7809
48.89241892201138, 2.344764611738356;"{""coordinates"": [2.344764611738356, 48.89241892201138], ""type"": ""Point""}";112079;Jules Joffrin;;;71521;Jules Joffrin;479055;Jules Joffrin;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651956.5294;6866022.5738
48.91638230898788, 2.2946851117025537;"{""coordinates"": [2.294685111702554, 48.91638230898788], ""type"": ""Point""}";113075;Gabriel Péri;;Asnières-Gennevilliers;72203;Gabriel Péri;43042;Gabriel Péri;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648308.4732;6868718.8268
48.85144170830438, 2.314408121448823;"{""coordinates"": [2.314408121448823, 48.85144170830438], ""type"": ""Point""}";114051;Saint-François-Xavier;;;71204;Saint-François Xavier;45139;Saint-François Xavier;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649691.21;6861485.1183
48.87368520970193, 2.3144679895687355;"{""coordinates"": [2.314467989568735, 48.87368520970193], ""type"": ""Point""}";114059;Miromesnil;;;71346;Miromesnil;43511;Miromesnil;A01542 / A01546;C01379 / C01383;METRO 9 / METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649717.076;6863958.3667
48.879634759722414, 2.327022200889502;"{""coordinates"": [2.327022200889502, 48.879634759722414], ""type"": ""Point""}";114063;Liège;;;71382;Liège;43814;Liège;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650643.5277;6864611.9937
48.87210144119713, 2.404514942379104;"{""coordinates"": [2.404514942379104, 48.87210144119713], ""type"": ""Point""}";116033;Saint-Fargeau;;;71860;Saint-Fargeau;44864;Saint-Fargeau;A01549;C01386;METRO 3bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656320.4457;6863728.6864
48.881816107252455, 2.3940123983593633;"{""coordinates"": [2.394012398359363, 48.881816107252455], ""type"": ""Point""}";117031;Danube;;;71930;Danube;42822;Danube;A01550;C01387;METRO 7bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655558.3764;6864814.7578
48.87851411309647, 2.381614513292405;"{""coordinates"": [2.381614513292405, 48.87851411309647], ""type"": ""Point""}";117035;Buttes-Chaumont;;;71900;Buttes Chaumont;45609;Buttes Chaumont;A01550;C01387;METRO 7bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654646.2893;6864454.6451
48.83704511922334, 2.3728257245425715;"{""coordinates"": [2.372825724542571, 48.83704511922334], ""type"": ""Point""}";106043;Quai de la Gare;;;71597;Quai de la Gare;44582;Quai de la Gare;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653965.0897;6859848.7241
48.831129547092026, 2.3435116577497754;"{""coordinates"": [2.343511657749775, 48.831129547092026], ""type"": ""Point""}";106053;Glacière;;;71026;Glacière;45276;Glacière;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651808.0022;6859208.4674
48.84750708105434, 2.3029682964547975;"{""coordinates"": [2.302968296454798, 48.84750708105434], ""type"": ""Point""}";106069;Cambronne;;;71167;Cambronne;42419;Cambronne;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648847.9143;6861054.9766
48.84479476367654, 2.293951963636534;"{""coordinates"": [2.293951963636534, 48.84479476367654], ""type"": ""Point""}";108027;Commerce;;;71132;Commerce;42734;Commerce;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648183.5662;6860759.2739
48.83362878011957, 2.2435786287393293;"{""coordinates"": [2.243578628739329, 48.83362878011957], ""type"": ""Point""}";109025;Marcel Sembat;;;71054;Marcel Sembat;47021;Marcel Sembat;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;644474.9137;6859551.9835
48.84030209244252, 2.379121776442214;"{""coordinates"": [2.379121776442214, 48.84030209244252], ""type"": ""Point""}";106041;Bercy;;;71607;Gare de Bercy;58728;Bercy;A01539 / A01547;C01376 / C01384;METRO 6 / METRO 14;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654430.0611;6860207.2141
48.87797270049314, 2.298310375124942;"{""coordinates"": [2.298310375124942, 48.87797270049314], ""type"": ""Point""}";102075;Ternes;;;71367;Ternes;44931;Ternes;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648536.2024;6864445.5141
48.89545467212494, 2.425326891530144;"{""coordinates"": [2.425326891530144, 48.89545467212494], ""type"": ""Point""}";105041;Bobigny-Pantin - Raymond Queneau;;;72039;Bobigny - Pantin - Raymond Queneau;42344;Bobigny-Pantin - Raymond Queneau;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;657865.8991;6866314.133
48.86078696169296, 2.320998191965805;"{""coordinates"": [2.320998191965805, 48.86078696169296], ""type"": ""Point""}";112059;Assemblée Nationale;;;73642;Assemblée Nationale / Lille - Université;45704;Assemblée Nationale;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650183.7135;6862520.0465
48.82218265762191, 2.3585513482022034;"{""coordinates"": [2.358551348202203, 48.82218265762191], ""type"": ""Point""}";107081;Maison Blanche;;;70645;Maison Blanche;44057;Maison Blanche;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652903.9414;6858204.6036
48.80468811997663, 2.363953196602165;"{""coordinates"": [2.363953196602165, 48.80468811997663], ""type"": ""Point""}";107097;Villejuif - Léo Lagrange;;;70375;Villejuif Léo Lagrange;47826;Villejuif Léo Lagrange;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653284.8753;6856256.2281
48.80914436000136, 2.4345098959336915;"{""coordinates"": [2.434509895933691, 48.80914436000136], ""type"": ""Point""}";108083;Maisons-Alfort-Stade;;;70426;Maisons-Alfort - Stade;44066;Maisons-Alfort - Stade;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;658470.4404;6856712.2781
48.85787849393227, 2.380020644247982;"{""coordinates"": [2.380020644247982, 48.85787849393227], ""type"": ""Point""}";109075;Voltaire;;;71750;Voltaire;45065;Voltaire;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654511.3779;6862161.0305
48.847971539663156, 2.257744680376011;"{""coordinates"": [2.257744680376011, 48.847971539663156], ""type"": ""Point""}";110033;Porte d'Auteuil;;;71169;Porte d'Auteuil;44504;Porte d'Auteuil;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;645529.7326;6861136.8657
48.88233342277264, 2.321801731063168;"{""coordinates"": [2.321801731063168, 48.88233342277264], ""type"": ""Point""}";102067;Rome;;;71408;Rome;44662;Rome;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650263.243;6864915.3429
48.87932978774786, 2.3040703912187595;"{""coordinates"": [2.304070391218759, 48.87932978774786], ""type"": ""Point""}";102073;Courcelles;;;71376;Courcelles;42771;Courcelles;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648959.9764;6864592.6739
48.88373439720279, 2.349525203221073;"{""coordinates"": [2.349525203221073, 48.88373439720279], ""type"": ""Point""}";104037;Barbès-Rochechouart;;;71426;Barbès Rochechouart;42280;Barbès Rochechouart;A01535 / A01537;C01372 / C01374;METRO 2 / METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652297.6246;6865054.0172
48.85778351365199, 2.434538451473473;"{""coordinates"": [2.434538451473473, 48.85778351365199], ""type"": ""Point""}";109091;Croix de Chavaux;Jacques Duclos;;71756;Croix de Chavaux;42789;Croix de Chavaux;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;658511.2669;6862120.4437
48.89220682681276, 2.3272198679191276;"{""coordinates"": [2.327219867919128, 48.89220682681276], ""type"": ""Point""}";114069;Guy Môquet;;;71528;Guy-Môquet;43333;Guy Môquet;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650669.9354;6866009.8077
48.835152534806205, 2.3585662563494663;"{""coordinates"": [2.358566256349466, 48.835152534806205], ""type"": ""Point""}";105079;Campo Formio;;;71063;Campo Formio;42426;Campo Formio;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652916.7508;6859646.6967
48.88355628923431, 2.3333796724221587;"{""coordinates"": [2.333379672422159, 48.88355628923431], ""type"": ""Point""}";102063;Blanche;;;71420;Blanche;42337;Blanche;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651113.4575;6865044.0875
48.84735451596501, 2.386808445777995;"{""coordinates"": [2.386808445777995, 48.84735451596501], ""type"": ""Point""}";101043;Reuilly-Diderot;;;71654;Reuilly Diderot;44637;Reuilly Diderot;A01534 / A01541;C01371 / C01378;METRO 1 / METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655000.3096;6860986.9672
48.85523625186059, 2.360956488661;"{""coordinates"": [2.360956488661, 48.85523625186059], ""type"": ""Point""}";101049;Saint-Paul;Le Marais;;71222;Saint-Paul (Le Marais);44881;Saint-Paul (Le Marais);A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653110.2705;6861878.3873
48.86080629033762, 2.341108591634066;"{""coordinates"": [2.341108591634066, 48.86080629033762], ""type"": ""Point""}";101055;Louvre-Rivoli;;;73630;Louvre Rivoli;44645;Louvre Rivoli;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651659.1352;6862509.6962
48.881016496556725, 2.272238940611056;"{""coordinates"": [2.272238940611056, 48.881016496556725], ""type"": ""Point""}";101075;Les Sablons;Jardin d’Acclimatation;;425779;Les Sablons;43785;Les Sablons;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;646627.2261;6864801.2694
48.86909116199056, 2.380542585989342;"{""coordinates"": [2.380542585989342, 48.86909116199056], ""type"": ""Point""}";102045;Couronnes;;;71834;Couronnes;42772;Couronnes;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654559.4536;6863407.4921
48.86558647666525, 2.356736756806097;"{""coordinates"": [2.356736756806097, 48.86558647666525], ""type"": ""Point""}";103049;Arts et Métiers;;;71293;Arts et Métiers;42230;Arts et Métiers;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652810.0307;6863031.7605
48.86623513206595, 2.352549304398544;"{""coordinates"": [2.352549304398544, 48.86623513206595], ""type"": ""Point""}";104047;Réaumur Sébastopol;;;73636;Réaumur Sébastopol;44600;Réaumur Sébastopol;A01536 / A01537;C01373 / C01374;METRO 3 / METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652503.4363;6863106.3966
48.863972477882776, 2.3496175641598396;"{""coordinates"": [2.34961756415984, 48.863972477882776], ""type"": ""Point""}";104049;Étienne Marcel;;;479068;Étienne Marcel;44970;Étienne Marcel;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652286.2983;6862856.5748
48.88685693056751, 2.3859131742732753;"{""coordinates"": [2.385913174273275, 48.88685693056751], ""type"": ""Point""}";105049;Ourcq;;;71972;Ourcq;44227;Ourcq;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654968.7705;6865379.8582
48.8384272951264, 2.360967166347491;"{""coordinates"": [2.360967166347491, 48.8384272951264], ""type"": ""Point""}";105077;Saint-Marcel;;;71092;Saint-Marcel;44875;Saint-Marcel;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653095.9281;6860009.3864
48.862595535838295, 2.3366841700004515;"{""coordinates"": [2.336684170000451, 48.862595535838295], ""type"": ""Point""}";101057;Palais Royal - Musée du Louvre;;;71297;Palais Royal - Musée Du Louvre;44236;Palais Royal - Musée Du Louvre;A01534 / A01540;C01371 / C01377;METRO 1 / METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651336.2077;6862711.363
48.85548504857065, 2.2701091389544903;"{""coordinates"": [2.27010913895449, 48.85548504857065], ""type"": ""Point""}";109037;Ranelagh;;;71243;Ranelagh;44594;Ranelagh;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;646444.7925;6861963.8328
48.86750313947314, 2.363825283159851;"{""coordinates"": [2.363825283159851, 48.86750313947314], ""type"": ""Point""}";109069;République;;;71311;République;44617;République;A01536 / A01538 / A01541 / A01542 / A01544;C01373 / C01375 / C01378 / C01379 / C01381;METRO 3 / METRO 5 / METRO 8 / METRO 9 / METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653331.7527;6863240.6659
48.85572642769865, 2.422983216145875;"{""coordinates"": [2.422983216145875, 48.85572642769865], ""type"": ""Point""}";109089;Robespierre;;;71725;Robespierre;44650;Robespierre;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;657661.786;6861897.8455
48.84074501429234, 2.228536981504942;"{""coordinates"": [2.228536981504942, 48.84074501429234], ""type"": ""Point""}";110023;Boulogne - Pont de Saint-Cloud;Rhin et Danube;;70721;Boulogne Pont de Saint-Cloud / Rhin et Danube;42381;Boulogne Pont de Saint-Cloud - Albert Kahn;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;643378.5475;6860353.9039
48.84615112214607, 2.354917983696272;"{""coordinates"": [2.354917983696272, 48.84615112214607], ""type"": ""Point""}";110065;Jussieu;;;71148;Jussieu;43493;Jussieu;A01540 / A01543;C01377 / C01380;METRO 7 / METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652658.953;6860871.808
48.875474456657706, 2.398867599341846;"{""coordinates"": [2.398867599341846, 48.875474456657706], ""type"": ""Point""}";111037;Télégraphe;;;71870;Télégraphe;44923;Télégraphe;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655909.0695;6864106.8826
48.87680638828542, 2.3930560933239566;"{""coordinates"": [2.393056093323957, 48.87680638828542], ""type"": ""Point""}";111039;Place des Fêtes;;;71885;Place des Fêtes;44396;Place des Fêtes;A01550 / A01544;C01387 / C01381;METRO 7bis / METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655483.9629;6864258.2457
48.84494263428234, 2.3287780255043597;"{""coordinates"": [2.32877802550436, 48.84494263428234], ""type"": ""Point""}";112049;Notre-Dame-des-Champs;;;71138;Notre-Dame-des-Champs;44211;Notre-Dame-des-Champs;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650739.5062;6860753.4258
48.89058718566973, 2.320174755787803;"{""coordinates"": [2.320174755787803, 48.89058718566973], ""type"": ""Point""}";113069;Brochant;;;73661;Brochant;45487;Brochant;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650151.8308;6865834.137
48.90323367785232, 2.306010915009082;"{""coordinates"": [2.306010915009082, 48.90323367785232], ""type"": ""Point""}";113073;Mairie de Clichy;;;72118;Mairie de Clichy;44012;Mairie de Clichy;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649125.6534;6867249.3956
48.83182564865169, 2.314122323470855;"{""coordinates"": [2.314122323470855, 48.83182564865169], ""type"": ""Point""}";114041;Plaisance;;;71039;Plaisance / Vercingétorix;45322;Plaisance;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649651.2929;6859304.204
48.83422588174329, 2.3186164144253834;"{""coordinates"": [2.318616414425383, 48.83422588174329], ""type"": ""Point""}";114043;Pernety;;;412687;Pernety;44316;Pernety;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649983.4886;6859568.2262
48.846854853918195, 2.316634671114557;"{""coordinates"": [2.316634671114557, 48.846854853918195], ""type"": ""Point""}";114049;Duroc;;;71159;Duroc;42874;Duroc;A01543 / A01546;C01380 / C01383;METRO 10 / METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649850.1764;6860973.6892
48.868440162341024, 2.4015617127425415;"{""coordinates"": [2.401561712742541, 48.868440162341024], ""type"": ""Point""}";116035;Pelleport;;;71828;Pelleport;45630;Pelleport;A01549;C01386;METRO 3bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656100.7414;6863323.2148
48.88066746251469, 2.374495964896929;"{""coordinates"": [2.374495964896929, 48.88066746251469], ""type"": ""Point""}";117037;Bolivar;;;71920;Bolivar;58767;Bolivar;A01550;C01387;METRO 7bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654126.1074;6864698.1965
48.84133824639895, 2.400918536800477;"{""coordinates"": [2.400918536800477, 48.84133824639895], ""type"": ""Point""}";106035;Bel-Air;;;73650;Bel-Air;45222;Bel-Air;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656030.6976;6860310.066
48.83321671877524, 2.362856399519012;"{""coordinates"": [2.362856399519012, 48.83321671877524], ""type"": ""Point""}";106047;Nationale;;;71043;Nationale;44192;Nationale;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653229.9171;6859428.9054
48.85357547245371, 2.357162568881775;"{""coordinates"": [2.357162568881775, 48.85357547245371], ""type"": ""Point""}";107065;Pont Marie;Cité des Arts;;71217;Pont Marie (Cité des Arts);44487;Pont Marie (Cité des Arts);A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652830.3949;6861695.983
48.83593030194427, 2.3525422662627014;"{""coordinates"": [2.352542266262701, 48.83593030194427], ""type"": ""Point""}";107075;Les Gobelins;;;71076;Les Gobelins;43737;Les Gobelins;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652475.29;6859736.7848
48.81593076211453, 2.377267200151935;"{""coordinates"": [2.377267200151935, 48.81593076211453], ""type"": ""Point""}";107089;Pierre et Marie Curie;;;70537;Pierre et Marie Curie;44343;Pierre et Marie Curie;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654272.5743;6857498.469
